"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"CEN23LA218","INC","192286","2023-04-27T14:00:00Z","Romeoville","Illinois","United States","","N6384H","FALSE","DirectorBrief","2024-03-20T04:00:00Z","None","0","0","0","The inflight failure of the propeller blade due to fatigue cracking from corrosion pits, initiating at the midpoint of the cambered face.","","41.608067","-88.103775","PIPER","J3C","AIR","LOT","LEWIS UNIVERSITY","FALSE","1","","PERS","091","Minor","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192286","3/20/2024 5:00:00 PM",
"ERA23LA216","ACC","107809","2023-04-27T09:30:00Z","Stratford","Connecticut","United States","","C-GPEX","FALSE","DirectorBrief","2023-07-27T04:00:00Z","None","0","0","0","A failure of the left main landing gear down locking mechanism, which resulted in a collapse of that landing gear and a subsequent runway excursion.","","41.164347","-73.122274","GILBERT R. RINGER","GP4","AIR","BDR","IGOR I SIKORSKY MEML","FALSE","1","","PERS","091","Substantial","IMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107809","7/27/2023 5:00:00 PM",
"WPR23LA169","ACC","107156","2023-04-26T18:00:00Z","Glendale","Arizona","United States","","N76GX","FALSE","DirectorBrief","2023-09-08T04:00:00Z","None","0","0","0","The student pilot’s improper landing flare, which resulted in a hard landing and the flight instructor’s delayed remedial action.","","33.52545","-112.29584","REMOS ACFT GMBH FLUGZEUGBAU","REMOS GX","AIR","GEU","GLENDALE MUNI","FALSE","1","NSCH","INST","091","Substantial","VMC","Eagle Sport LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107156","9/8/2023 5:00:00 PM",
"ERA23LA208","ACC","107146","2023-04-25T20:35:00Z","Eaton","Ohio","United States","","N327WC","FALSE","DirectorBrief","2024-06-05T04:00:00Z","Serious","0","1","0","The pilot’s inadequate fuel management, which resulted in a total loss of engine power due to fuel exhaustion.","","39.7439","-84.6366","VANS","RV6","AIR","","","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107146","6/5/2024 5:00:00 PM",
"WPR23LA168","ACC","107154","2023-04-25T19:00:00Z","Nyssa","Oregon","United States","","N140D","FALSE","DirectorBrief","2023-09-08T04:00:00Z","Minor","0","0","1","The pilot’s failure to maintain adequate airspeed on takeoff that resulted in an aerodynamic stall and subsequent impact with trees.","","43.77461","-117.0315","CESSNA","140","AIR","none","home-unregistered","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107154","9/8/2023 5:00:00 PM",
"WPR23LA165","ACC","107122","2023-04-24T13:45:00Z","Tracy","California","United States","","N92734","FALSE","DirectorBrief","2023-09-08T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the takeoff roll.","","37.672425","-121.48301","ONEAL J R/ONEAL R C","EDI EXPRESS","AIR","TCY","TRACY MUNI","TRUE","1","","PERS","091","Minor","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107122","9/8/2023 5:00:00 PM",
"ERA23LA206","ACC","107112","2023-04-24T10:30:00Z","West Palm Beach","Florida","United States","","N7555X","FALSE","DirectorBrief","2024-06-05T04:00:00Z","Serious","0","1","0","The loss of engine power due to fuel exhaustion.","","26.658611","-80.194167","THATCHER","CX4","AIR","","","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107112","6/5/2024 5:00:00 PM",
"ERA23LA215","ACC","107307","2023-04-24T09:00:00Z","Good Hope","Alabama","United States","","N623LA","FALSE","DirectorBrief","2023-06-29T04:00:00Z","None","0","0","0","The pilot’s decision to land on a runway where there was insufficient clearance from obstructions (wheat crop) to operate safely.","","34.090953","-86.851378","AIR TRACTOR INC","AT-402A","AIR","PVT","NONE","FALSE","1","","AAPL","137","Substantial","VMC","Pitts Aerial Services","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107307","6/29/2023 5:00:00 PM",
"WPR23LA164","ACC","107121","2023-04-22T14:00:00Z","Mesa","Arizona","United States","","N4402A","FALSE","DirectorBrief","2023-06-06T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control, and the flight instructor’s delayed remedial action.","","33.460841","-111.72832","PIPER","PA-28-181","AIR","FFZ","Falcon Field","FALSE","1","","INST","091","Substantial","VMC","CAE OXFORD AVIATION ACADEMY PHOENIX INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107121","6/7/2023 5:00:00 PM",
"ANC23LA030","ACC","107116","2023-04-22T12:45:00Z","Soldotna","Alaska","United States","","N454FU","FALSE","DirectorBrief","2023-06-06T04:00:00Z","None","0","0","0","The pilot’s selection of an unsuitable landing site, which resulted in the main landing gear wheels breaking through the snow and the airplane nosing over.","","60.475522","-151.04341","DEHAVILLAND","BEAVER DHC-2 MK.1","AIR","SXQ","Soldotna Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107116","6/7/2023 5:00:00 PM",
"DCA23LA252","ACC","107126","2023-04-22T12:00:00Z","Atlantic Ocean","Atlantic Ocean","United States","","N770AN","FALSE","DirectorBrief","2024-07-18T04:00:00Z","Serious","0","2","2","An encounter with inadvertent convective turbulence during cruise flight.","","39.011172","-41.008763","BOEING","777-223","AIR","","","FALSE","2","SCHD","","121","None","IMC","AMERICAN AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107126","7/18/2024 6:00:00 PM",
"CEN23LA163","ACC","107106","2023-04-22T01:36:00Z","Buffalo","Iowa","United States","","N60860","FALSE","DirectorBrief","2024-03-28T04:00:00Z","Minor","0","0","1","A loss of engine power due to fuel exhaustion as a result of the pilot’s inadequate preflight planning. Contributing to the accident were the unreliable fuel quantity gauges and the improperly adjusted mixture control, which increased the fuel consumption above that anticipated by the owner’s manual.","","41.45657","-90.72091","CESSNA","150J","AIR","DVN","Davenport Municipal","FALSE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107106","3/28/2024 5:00:00 PM",
"CEN23LA161","ACC","107095","2023-04-20T10:05:00Z","Flint Township","Michigan","United States","","N419W","FALSE","DirectorBrief","2024-03-28T04:00:00Z","None","0","0","0","The pilot’s failure to apply carburetor heat during the landing approach, which resulted in a loss of engine power from carburetor ice.","","42.963555","-83.796115","PIPER","PA-28-181","AIR","FNT","BISHOP INTL","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107095","3/28/2024 5:00:00 PM",
"ERA23LA210","ACC","107155","2023-04-18T19:20:00Z","St. Augustine","Florida","United States","","N751WW","FALSE","DirectorBrief","2023-07-27T04:00:00Z","None","0","0","0","The pilot’s failure to extend the landing gear before landing.","","29.95925","-81.339729","PIPER","PA-30","AIR","SGJ","Northeast Florida Regional Airport","FALSE","2","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107155","7/27/2023 5:00:00 PM",
"WPR23LA159","ACC","107084","2023-04-18T16:35:00Z","Upland","California","United States","","N349VR","FALSE","DirectorBrief","2023-08-17T04:00:00Z","None","0","0","0","The pilot's improper selection of the mixture control, which resulted in a total loss of engine power and a collision with the airport boundary fence during a forced landing.","","34.111611","-117.68738","VASHON AIRCRAFT","RANGER R7","AIR","KCCB","CABLE Airport","FALSE","1","","PERS","091","Substantial","VMC","CKD ENGINEERING LLC DBA","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107084","8/17/2023 5:00:00 PM",
"CEN23LA159","ACC","107086","2023-04-17T09:45:00Z","Fredericksburg","Texas","United States","","N478SP","FALSE","DirectorBrief","2023-10-05T04:00:00Z","None","0","0","0","The pilot stated that when she checked the weather inbound to the airport, the wind was reported as calm. However, the wind may have shifted resulting in a tailwind on final approach. When it became apparent that the airplane was going to land long, she added full power to attempt a go-around. However, the airplane porpoised, the nose landing gear struck the runway and collapsed, and the airplane veered left and departed the runway. The airplane sustained substantial damage to the forward fuselage. The pilot reported there were no mechanical malfunctions or failures that would have precluded normal operation.  She noted that initiating the go-around earlier may have prevented the accident.","","30.1435","-98.5433","CESSNA","172S","AIR","T82","Gillespie County","FALSE","1","NSCH","PERS","091","Substantial","VMC","Archimedes Aviation LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107086","10/5/2023 5:00:00 PM",
"ERA23LA207","ACC","107132","2023-04-15T15:11:00Z","Wake Forest","North Carolina","United States","","N33873","FALSE","DirectorBrief","2023-06-29T04:00:00Z","Minor","0","0","1","The student pilot’s failure to maintain airspeed during the landing approach, which resulted in an exceedance of the glider’s critical angle of attack, an aerodynamic stall, and a loss of control.","","35.89035","-78.486213","SCHWEIZER","SGS 1-26E","GLI","7NC5","CROOKED CREEK","FALSE","0","","INST","091","Substantial","VMC","NORTH CAROLINA SOARING ASSOCIATION","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107132","6/29/2023 5:00:00 PM",
"ERA23LA196","ACC","107066","2023-04-15T14:50:00Z","Gilford","New Hampshire","United States","","N5400S","FALSE","DirectorBrief","2023-06-29T04:00:00Z","None","0","0","0","The pilot’s failure to maintain control of the airplane during an attempted go-around, which resulted in an aerodynamic stall and impact with the runway.","","43.571814","-71.422127","ICP SRL","SAVANNAH S","AIR","LCI","LACONIA MUNICIPAL AIRPORT","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107066","6/29/2023 5:00:00 PM",
"ERA23FA194","ACC","107060","2023-04-15T10:39:00Z","Andrews","North Carolina","United States","","N2357","FALSE","DirectorBrief","2024-06-05T04:00:00Z","Fatal","1","0","0","The pilot’s failure to engage the turbocharger for takeoff and his improper decision to continue the takeoff with partial power, rather than reject the takeoff.","","35.1834","-83.880433","HOLLAND TRAVIS E","VELOCITY","AIR","RHP","Western Carolina Regional Airport","TRUE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107060","6/5/2024 5:00:00 PM",
"WPR23LA155","ACC","107069","2023-04-14T17:00:00Z","North Las Vegas","Nevada","United States","","N734NJ","FALSE","DirectorBrief","2023-08-24T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control of the airplane during the landing roll resulting in collision with taxiway sign.","","36.209733","-115.19101","CESSNA","172N","AIR","KVGT","NORTH LAS VEGAS","FALSE","1","","INST","091","Substantial","VMC","FLYRIGHT AVIATION INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107069","8/24/2023 5:00:00 PM",
"WPR23LA161","ACC","107096","2023-04-14T16:00:00Z","Concord","California","United States","","N80922","FALSE","DirectorBrief","2023-12-13T05:00:00Z","None","0","0","0","The pilot’s failure to maintain control of the airplane during a landing in gusty wind conditions.","","37.989657","-122.0569","GLOBE","GC-1B","AIR","CCR","Buchanan Field Airport","FALSE","1","NSCH","PERS","091","Unknown","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107096","12/13/2023 6:00:00 PM",
"ERA23LA213","ACC","107202","2023-04-13T16:00:00Z","West Mifflin","Pennsylvania","United States","","N544TH","FALSE","DirectorBrief","2023-06-29T04:00:00Z","None","0","0","0","The student pilot’s improper landing flare, and the flight instructor’s delayed remedial action, which resulted in a hard landing.","","40.354305","-79.928554","TEXTRON AVIATION INC","172","AIR","AGC","ALLEGHENY COUNTY","FALSE","1","","INST","091","Substantial","VMC","Pittsburgh Flight Training Center","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107202","6/29/2023 5:00:00 PM",
"ERA23LA195","ACC","107065","2023-04-13T15:12:00Z","Fallston","Maryland","United States","","N412RS","FALSE","DirectorBrief","2024-06-05T04:00:00Z","Serious","0","1","0","The pilot’s failure to discontinue an unstabilized approach, resulting in an aerodynamic stall and collision with terrain.","","39.498425","-76.413377","RICHARD SPATZ","RV-14A","AIR","W42","Fallston Airport","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107065","6/5/2024 5:00:00 PM",
"CEN23LA165","ACC","107115","2023-04-13T12:00:00Z","Kingsford","Michigan","United States","","N413EK","FALSE","DirectorBrief","2024-03-28T04:00:00Z","None","0","0","0","The failure of maintenance personnel to properly secure the left carburetor bowl cover, which resulted in an engine fire before takeoff.","","45.818361","-88.114556","PIPISTREL LSA SRL","SINUS","AIR","IMT","Ford Airport","FALSE","1","SCHD","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107115","3/28/2024 5:00:00 PM",
"CEN23LA156","ACC","107054","2023-04-13T10:45:00Z","Evansville","Indiana","United States","","N50142","FALSE","DirectorBrief","2023-06-06T04:00:00Z","None","0","0","0","The pilot’s failure to engage the tailwheel lock before landing which resulted in the loss of control and ground loop.","","38.043708","-87.534187","BOEING","A75N1(PT17)","AIR","EVV","EVANSVILLE RGNL","FALSE","1","","PERS","091","Substantial","VMC","EVANSVILLE P-47 FOUNDATION INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107054","6/7/2023 5:00:00 PM",
"CEN23LA153","ACC","107047","2023-04-11T21:13:00Z","New Waverly","Texas","United States","","N4229K","FALSE","DirectorBrief","2023-09-27T04:00:00Z","Minor","0","0","1","A total loss of engine power as a result of fuel contamination.","","30.560531","-95.429906","RYAN","NAVION A","AIR","XS09","Estates Airpark","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107047","9/27/2023 5:00:00 PM",
"CEN23LA157","ACC","107055","2023-04-11T21:00:00Z","Skiatook","Oklahoma","United States","","N39GC","FALSE","DirectorBrief","2023-06-06T04:00:00Z","Minor","0","0","1","The pilot's failure to maintain directional control during landing in a gusting crosswind.","","36.356134","-96.010997","Acro Sport","II","AIR","2F6","SKIATOOK MUNI","TRUE","1","","FERY","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107055","6/7/2023 5:00:00 PM",
"ERA23LA190","ACC","107045","2023-04-11T17:11:00Z","Charles Town","West Virginia","United States","","N2554L","FALSE","DirectorBrief","2024-06-05T04:00:00Z","None","0","0","0","A loss of engine power for undetermined reasons.","","39.254252","-77.83768","CESSNA","172H","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107045","6/5/2024 5:00:00 PM",
"CEN23LA154","ACC","107050","2023-04-11T16:12:00Z","Terrell","Texas","United States","","N1221U","FALSE","DirectorBrief","2023-06-29T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control during landing and the flight instructor’s delayed remedial response","","32.709628","-96.267109","CESSNA","172M","AIR","TRL","Terrell municipal Airport","FALSE","1","","INST","091","Unknown","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107050","6/29/2023 5:00:00 PM",
"ERA23FA188","ACC","107039","2023-04-11T11:32:00Z","Climax","North Carolina","United States","","N543GM","FALSE","DirectorBrief","2024-06-05T04:00:00Z","Fatal","1","1","0","The airplane owner/builder’s inappropriate use of a lower grade fuel than that required by the airplane and engine operations manual, which resulted in engine detonation and the degradation and eventual obliteration of the Nos. 1 and 2 cylinder spark plug electrode tips. Contributing to the outcome was the pilots’ decision to continue flight at low altitude following a partial loss of engine power instead of performing an immediate precautionary landing, which resulted in collision with an overpass and terrain.","","35.933896","-79.683809","MILLER GLENN F","RV-12","AIR","3A4","Greensboro Executive Airport","TRUE","1","","FLTS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107039","6/5/2024 5:00:00 PM",
"ERA23LA193","ACC","107051","2023-04-10T19:20:00Z","West Mifflin","Pennsylvania","United States","","N476TA","FALSE","DirectorBrief","2023-06-29T04:00:00Z","None","0","0","0","The student pilot’s decision to abort the takeoff and land on the runway without sufficient  runway remaining, which resulted in a runway overrun.","","40.354095","-79.94141","PIPER","PA-28-181","AIR","AGC","ALLEGHENY COUNTY","FALSE","1","","INST","091","Substantial","VMC","ATP TAA LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107051","6/29/2023 5:00:00 PM",
"ERA23LA189","ACC","107043","2023-04-09T16:11:00Z","Ft. Lauderdale","Florida","United States","","N404PJ","FALSE","DirectorBrief","2024-06-12T04:00:00Z","None","0","0","0","The pilot’s ineffective use of the airplane’s brakes, which resulted in a runway overrun.","","26.071667","-80.149694","CESSNA","402","AIR","FLL","Fort Lauderdale/Hollywood International Airport","FALSE","2","NSCH","","135","Substantial","VMC","FIRST CLASS AIR CHARTER LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107043","6/12/2024 5:00:00 PM",
"CEN23LA150","ACC","107038","2023-04-09T08:45:00Z","Cahokia","Illinois","United States","","N372PA","FALSE","DirectorBrief","2024-07-10T04:00:00Z","Minor","0","0","1","The lack of proper attachment of the cyclic control that resulted in a loss of control during a landing approach and impact with terrain. Contributing to the accident was the improper maintenance performed.","","38.570361","-90.155083","HELICOPTERES GUIMBAL","CABRI G2","HELI","CPS","St Louis Downtown Airport","FALSE","1","NSCH","INST","091","Substantial","VMC","Ideal Aviation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107038","7/10/2024 5:00:00 PM",
"CEN23LA152","ACC","107044","2023-04-08T18:30:00Z","Goldsby","Oklahoma","United States","","N48PS","FALSE","DirectorBrief","2024-03-28T04:00:00Z","Minor","0","0","1","The engine electronic ignition system became disconnected, which resulted in a partial loss of engine power.","","35.155068","-97.470394","VANS","RV6","AIR","1K4","DAVID JAY PERRY","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107044","3/28/2024 5:00:00 PM",
"WPR23LA148","ACC","107031","2023-04-08T17:45:00Z","Mesa","Arizona","United States","","N9366J","FALSE","DirectorBrief","2023-05-11T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control during the landing roll.","","33.460841","-111.72832","PIPER","PA-28-180","AIR","KFFZ","Falcon Field Airport","FALSE","1","","INST","091","Substantial","VMC","Red Rock Flight School","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107031","5/11/2023 5:00:00 PM",
"WPR23LA147","ACC","107030","2023-04-08T12:00:00Z","Midway","Utah","United States","","N7530D","FALSE","DirectorBrief","2023-07-07T04:00:00Z","None","0","0","0","The pilot’s failure to maintain aircraft control during a pinnacle landing that resulted in a hard landing and subsequent roll over.","","40.570703","-111.47659","ROBINSON HELICOPTER","R22 BETA","HELI","","","FALSE","1","","INST","091","Substantial","VMC","UTAH STATE UNIVERSITY","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107030","7/7/2023 5:00:00 PM",
"ERA23LA211","ACC","107163","2023-04-08T11:00:00Z","Vero Beach","Florida","United States","","N600LD","FALSE","DirectorBrief","2023-11-16T05:00:00Z","Minor","0","0","1","The pilot's improper recovery from a bounced landing, which resulted in a nose landing gear collapse and subsequent noseover. Contributing was the rough condition of the runway, as described by the pilot, and his decision to operate from it.","","27.632255","-80.527554","AEROPILOT S R O","LEGEND 600","AIR","X52","NEW HIBISCUS AIRPARK","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107163","11/16/2023 6:00:00 PM",
"ERA23LA199","ACC","107078","2023-04-08T08:55:00Z","Somerset","Kentucky","United States","","N2448R","FALSE","DirectorBrief","2023-06-29T04:00:00Z","None","0","0","0","The pilot’s failure to maintain control of the airplane during the takeoff, which resulted in a runway excursion and collision with an airport navigation antenna.","","37.050958","-84.620018","PIPER","PA28","AIR","SME","LAKE CUMBERLAND RGNL","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107078","6/29/2023 5:00:00 PM",
"ERA23LA187","ACC","107029","2023-04-07T17:30:00Z","Cedar Key","Florida","United States","","N8DU","FALSE","DirectorBrief","2023-08-10T04:00:00Z","Serious","0","1","1","The pilot’s inadequate compensation for gusting wind conditions while landing, which resulted in a loss of directional control.","","29.134222","-83.050472","LEWIS/URMSTON","RV 4 200","AIR","CDK","GEORGE T LEWIS","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107029","8/10/2023 5:00:00 PM",
"ERA23FA185","ACC","107025","2023-04-07T14:43:00Z","Sebastian","Florida","United States","","N44588","FALSE","DirectorBrief","2024-06-05T04:00:00Z","Fatal","1","0","0","The pilot’s failure to maintain airplane control during recovery from a bounced landing, which resulted in the exceedance of the airplane’s critical angle of attack and an aerodynamic stall.","","27.81325","-80.495583","PIPER","PA-32-260","AIR","X26","SEBASTIAN MUNI","FALSE","1","","PERS","091","Substantial","VMC","N44588 LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107025","6/5/2024 5:00:00 PM",
"ERA23LA183","ACC","107020","2023-04-06T12:10:00Z","Foley","Alabama","United States","","N272AM","FALSE","DirectorBrief","2023-07-27T04:00:00Z","None","0","0","0","The loss of engine power during the initial climb due to the disconnection of the turbocharger air intake hose and clamp, and the pilot’s inadequate servicing and preflight inspection of the turbocharger air intake clamp.","","30.425255","-87.778801","PETERSON MARK G","PETERSON A600","HELI","2AL1","COLLIER AIRPARK","TRUE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107020","7/27/2023 5:00:00 PM",
"WPR23LA152","ACC","107035","2023-04-05T15:00:00Z","Los Alamos","New Mexico","United States","","N444M","FALSE","DirectorBrief","2023-08-17T04:00:00Z","None","0","0","0","The pilot receiving instruction’s failure to maintain directional control during the takeoff roll, resulting in a runway excursion and ground collision.","","35.88","-106.27","GRUMMAN","G-44A","AIR","KLAM","Los Alamos Airport","FALSE","2","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107035","8/17/2023 5:00:00 PM",
"WPR23LA157","ACC","107071","2023-04-05T15:00:00Z","Bremerton","Washington","United States","","N21RS","FALSE","DirectorBrief","2024-06-26T04:00:00Z","None","0","0","0","Failure of the down limit and down indicator switch and the warning horn switch assemblies, which prevented the landing gear from extending and at the same time providing a false indication that the landing gear was extended.","","47.49025","-122.7648","BEECH","95","AIR","KPWT","Bremerton National","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107071","6/26/2024 5:00:00 PM",
"ERA23LA180","ACC","107014","2023-04-05T14:00:00Z","Leesburg","Virginia","United States","","N880JS","FALSE","DirectorBrief","2024-02-20T05:00:00Z","None","0","0","0","Separation of the left man landing gear scissor hardware, which resulted in a loss of directional control and subsequent runway excursion during landing.","","39.077972","-77.5575","CESSNA","421C","AIR","JYO","LEESBURG EXEC","FALSE","2","","EXEC","091","Substantial","VMC","BRAVO AVIATION LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107014","2/22/2024 6:00:00 PM",
"WPR23LA151","ACC","107034","2023-04-05T11:30:00Z","Susanville","California","United States","","N1641E","FALSE","DirectorBrief","2023-11-15T05:00:00Z","None","0","0","0","The pilot’s braking technique during an off airport precautionary landing on unforeseen soft terrain, which resulted in a nose over.","","40.28018","-120.01184","LOWE BRUCE","SKYSTR KTFX IV-1200","AIR","","","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107034","11/15/2023 6:00:00 PM",
"ANC23LA028","ACC","107018","2023-04-04T09:00:00Z","Palmer","Alaska","United States","","N5644W","FALSE","DirectorBrief","2023-07-27T04:00:00Z","None","0","0","0","The pilot's delayed decision to execute a go-around maneuver while landing with excess airspeed into a short strip, which resulted in a runway overrun and subsequent loss of control.","","61.599631","-149.24824","MAULE","M-5-235C","AIR","14AK","Wick Air","FALSE","1","","POSI","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107018","7/27/2023 5:00:00 PM",
"ERA23LA186","ACC","107028","2023-04-03T15:30:00Z","White Plains","New York","United States","","N8500D","FALSE","DirectorBrief","2023-06-29T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing rollout in gusting wind, which resulted in a runway excursion and subsequent nose over.","","41.065785","-73.706291","PIPER","PA22","AIR","HPN","WESTCHESTER COUNTY","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107028","6/29/2023 5:00:00 PM",
"WPR23LA182","ACC","122570","2023-04-02T16:30:00Z","Marana","Arizona","United States","","N774JP","FALSE","DirectorBrief","2023-08-17T04:00:00Z","None","0","0","0","The pilot’s improper landing flare, which resulted in a hard bounced landing in a dust devil.","","32.427015","-111.38955","SCHEMPP-HIRTH","DISCUS-2B","GLI","AZ67","EL TIRO","FALSE","0","","PERS","091","Unknown","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=122570","8/17/2023 5:00:00 PM",
"ANC23LA029","ACC","107023","2023-04-02T16:20:00Z","Wasilla","Alaska","United States","","N4464B","FALSE","DirectorBrief","2023-08-31T04:00:00Z","None","0","0","0","The pilot’s failure to maintained directional control and the instructor pilot's inadequate supervision, which resulted in a loss of control during takeoff.","","61.570761","-149.5413","CESSNA","170","AIR","PAWS","Wasilla Airport","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","","",
"ERA23LA178","ACC","107006","2023-04-02T11:50:00Z","Canton","Georgia","United States","","N6301W","FALSE","DirectorBrief","2023-06-29T04:00:00Z","Minor","0","0","2","The pilot’s failure to maintain directional control following a bounced landing, which resulted in a runway excursion and a nose over.","","34.313033","-84.421403","PIPER","PA-28-140","AIR","CNI","CHEROKEE COUNTY RGNL","FALSE","1","","PERS","091","Substantial","VMC","KAP TITLE INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107006","6/29/2023 5:00:00 PM",
"ERA23LA176","ACC","106991","2023-04-01T19:37:00Z","Wall Township","New Jersey","United States","","N85AV","FALSE","DirectorBrief","2023-06-29T04:00:00Z","None","0","0","0","The pilots’ loss of directional control while landing in gusting wind conditions which resulted in a runway excursion. Also contributing was the flight crew’s decision to land at an airport where there was a rapidly approaching severe thunderstorm.","","40.184921","-74.121869","CESSNA","750","AIR","BLM","MONMOUTH EXECUTIVE AIRPORT","FALSE","2","","POSI","091","Substantial","VMC","USAC Airways 693, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106991","6/29/2023 5:00:00 PM",
"WPR23LA146","ACC","106999","2023-04-01T13:43:00Z","Santa Ana","California","United States","","N1399U","FALSE","DirectorBrief","2023-07-07T04:00:00Z","","0","0","0","The flight instructor’s failure to maintain clearance from a medium category commercial airliner which resulted in an encounter with wake turbulence and subsequent loss of control resulting in impact with terrain.","","33.675662","-117.86823","CESSNA","172M","AIR","KSNA","John Wayne/Orange County Airport","FALSE","1","","INST","091","Substantial","VMC","OC 172 GROUP LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106999","7/7/2023 5:00:00 PM",
